Price,odometer,make,model,year,color
11917,300000,FORD,Transit,2000,Yellow
15367,139200,NISSAN,Juke,2012,Black
20385,58000,BUICK,Encore,2015,White
42933,50909,TOYOTA,Aqua,2017,Black
28225,60800,DODGE,RAM 1500,2000,Blue
784,174285,TOYOTA,Prius,2012,Silver
18817,49600,HONDA,FIT,2016,White
9408,200000,TOYOTA,VOXY,2003,White
15988,88777,TOYOTA,Aqua,2013,Yellow
37984,101200,HYUNDAI,Sonata,2016,Grey
25089,327000,MERCEDES-BENZ,Sprinter,2009,White
26657,128320,TOYOTA,Camry SE,2014,Silver
157,321616,TOYOTA,Prius,2013,Red
14113,95520,TOYOTA,Prius,2008,Red
23521,147845,TOYOTA,Camry,2014,Grey
13322,62499,CHEVROLET,Spark,2018,White
314,102907,LEXUS,GX 460,2015,Black
627,277405,TOYOTA,Highlander,2008,Grey
2300,23000000,SUZUKI,Swift,2005,Silver
13454,93281,HYUNDAI,H1,2008,Silver
1725,226198,TOYOTA,Highlander,2010,Green
45473,25000,HYUNDAI,Tucson,2016,Silver
30351,149038,HYUNDAI,Santa FE,2013,White
43416,137986,HYUNDAI,Santa FE,2016,Silver
392,12336,TOYOTA,Camry,2019,Blue
11726,102528,HONDA,FIT,2015,Black
19444,137000,TOYOTA,Prius,2012,White
28225,0,MERCEDES-BENZ,C 220,2010,Black
25716,45500,HYUNDAI,Elantra,2016,Black
1300,0,VOLKSWAGEN,T3 0000,1985,Brown
10349,0,MERCEDES-BENZ,E 320,2001,Grey
18817,222000,SKODA,Superb,2011,Black
19000,95000,HYUNDAI,Elantra,2013,Grey
12544,112000,VOLKSWAGEN,Jetta,2013,Grey
36065,155200,LEXUS,RX 350,2009,Brown
392,77830,HYUNDAI,Sonata,2015,Grey
1725,180659,MERCEDES-BENZ,ML 350,2012,Black
36899,110169,HYUNDAI,H1,2016,Silver
7213,111111,MITSUBISHI,Mirage,2012,Golden
15367,230400,HYUNDAI,Elantra,2010,Purple
3450,35083,TOYOTA,Prius,2012,White
16308,160986,MERCEDES-BENZ,E 320,2003,Black
9565,71904,LEXUS,CT 200h,2016,White
25089,68000,VOLKSWAGEN,Passat,2014,Carnelian red
14113,54000,FORD,Focus,2015,Carnelian red
14113,100000,TOYOTA,Aqua,2013,White
10663,216000,JEEP,Liberty,2003,Pink
14740,348800,TOYOTA,Camry,2007,Grey
314,91760,FORD,Fusion,2015,Black
6429,4088,HONDA,Accord,2019,Blue
29094,78732,SSANGYONG,REXTON,2012,White
19312,199660,HYUNDAI,Tucson,2011,Grey
44843,105743,HYUNDAI,H1,2017,White
30,117000,NISSAN,Note,2005,Carnelian red
32744,48294,CHEVROLET,Captiva,2015,Silver
150,160000,MERCEDES-BENZ,E 350,2013,Silver
11290,256355,HYUNDAI,Sonata,2016,Silver
4077,285000,BMW,318,1995,Blue
8467,138000,NISSAN,Note,2007,Black
11604,432435,HYUNDAI,Sonata,2014,Silver
14269,50531,JAGUAR,F-pace,2017,Red
42400,75300,SSANGYONG,Actyon,2016,Black
11917,190000,TOYOTA,Prius,2008,Sky blue
40142,139452,BMW,X6,2008,Black
7056,10000,MITSUBISHI,Mirage,2014,White
56450,110000,BMW,428,2014,White
23521,167680,TOYOTA,Camry,2014,Black
15681,276546,HYUNDAI,Sonata,2016,Silver
17249,124000,MITSUBISHI,Lancer,2009,White
16621,83000,HYUNDAI,Elantra,2012,Blue
1700,255000,CITROEN,C5,2001,Blue
47,65981,LEXUS,RX 350,2016,Black
94,0,HONDA,FIT,2005,Silver
14113,0,TOYOTA,Prius,2007,Sky blue
34108,97010,HYUNDAI,H1,2014,Grey
54882,137600,TOYOTA,4Runner,2011,Grey
941,69248,VOLKSWAGEN,Jetta,2014,Blue
220,110958,CHEVROLET,Volt,2014,Black
45473,17600,TOYOTA,RAV 4,2017,Red
12544,98000,HYUNDAI,Sonata,2011,Silver
16766,59532,CHEVROLET,Cruze,2014,Grey
31,291840,MAZDA,CX-9,2012,Black
10036,513137,HYUNDAI,Sonata,2016,Orange
103178,82500,PORSCHE,macan S,2015,Grey
6272,53256,HYUNDAI,Elantra,2009,Blue
15367,51274,HYUNDAI,Sonata,2015,Silver
14583,168974,RENAULT,Megane 1.9CDI,2008,Silver
16621,151977,HYUNDAI,Genesis,2010,Blue
13485,30363,HYUNDAI,Sonata,2015,Silver
22947,199356,HYUNDAI,Tucson,2010,White
22580,166720,TOYOTA,Camry,2013,Silver
15681,280000,BMW,X5,2003,Grey
3450,9626,TOYOTA,Camry,2019,Black
9722,20017,MERCEDES-BENZ,C 240,2001,Black
3293,128195,CHEVROLET,Impala,2012,Black
13799,96000,TOYOTA,Aqua,2012,Silver
14113,123270,TOYOTA,Prius,2010,Black
16838,59000,NISSAN,March,2013,Black
22580,50930,MERCEDES-BENZ,E 300,2017,Black
57526,40950,HYUNDAI,Santa FE,2017,Silver
87027,0,MERCEDES-BENZ,CLS 55 AMG,2019,Black
20385,62000,NISSAN,Juke,2013,Blue
6586,39000,TOYOTA,Vitz,2010,Black
627,195941,BMW,535,2013,Black
18503,141000,TOYOTA,Prius,2010,Grey
19676,152000,HYUNDAI,Elantra,2012,White
7527,225000,HONDA,Odyssey,2005,Black
18817,35058,TOYOTA,Camry,2018,White
6272,66444,CHEVROLET,Cruze,2009,Black
706,275654,LEXUS,HS 250h,2010,Red
15681,176000,FORD,Transit,2005,White
470,202864,HYUNDAI,Sonata,2012,Blue
1646,240987,MERCEDES-BENZ,E 350,2012,Black
5331,2000,OPEL,Vectra,1997,Silver
12544,300000,FORD,Transit,2003,Yellow
15681,220000,MERCEDES-BENZ,S 500,2001,White
314,131893,CHEVROLET,Volt,2014,Brown
20005,107179,HYUNDAI,Elantra,2012,White
3293,0,TOYOTA,Tundra,2014,White
43626,122856,HYUNDAI,Tucson,2016,Black
8467,131000,OPEL,Astra,2000,Black
549,134157,MAZDA,CX-9,2011,Black
8781,150300,NISSAN,Tiida,2007,Grey
8781,175000,NISSAN,Serena,2002,Black
31361,52000,INFINITI,EX37,2012,Black
16725,228000,MERCEDES-BENZ,E 220 W210...CDI,2002,Black
2666,100747,FORD,Fusion,2015,Green
21950,92000,TOYOTA,Camry,2014,Blue
10349,166400,VOLKSWAGEN,Jetta,2009,Black
188,108826,HYUNDAI,Sonata,2011,Black
35617,123843,CHEVROLET,Captiva,2015,Grey
21893,58600,TOYOTA,Aqua,2012,Black
1646,174619,FORD,Fusion,2013,Grey
9408,123000,MERCEDES-BENZ,S 600,1992,Black
314,225510,TOYOTA,Camry,2013,White
53872,48484,HYUNDAI,Santa FE,2015,Silver
22580,13800,TOYOTA,Camry,2012,Blue
19444,75200,HYUNDAI,Elantra,2016,Grey
13956,266000,TOYOTA,Camry,2014,Black
1176,142800,MAZDA,1000,2015,Grey
157,189704,LEXUS,GX 460,2012,Grey
3293,159382,TOYOTA,Prius,2010,White
15530,123700,TOYOTA,Aqua,2013,Black
5018,190549,TOYOTA,Camry,2013,Black
22473,55000,HONDA,FIT,2013,Golden
20100,96432,MERCEDES-BENZ,C 250,2012,White
25089,83362,TOYOTA,Aqua,2013,Black
2587,174966,AUDI,A3,2012,Black
13485,134400,VOLKSWAGEN,Jetta სასწაფოდ,2011,Black
5802,107800,MERCEDES-BENZ,E 350,2013,Grey
14740,117000,CHEVROLET,Corvette,2011,White
23521,53000,CHEVROLET,Malibu,2017,Blue
3607,1000,FORD,Transit,1992,Red
21639,109000,KIA,Optima,2013,White
7919,163312,TOYOTA,Aqua,2012,Silver
13015,199189,MERCEDES-BENZ,GLK 250,2015,Blue
282,174619,FORD,Fusion,2013,Grey
19707,97000,HYUNDAI,Elantra,2012,White
13589,162911,HYUNDAI,Elantra,2012,White
28015,122637,TOYOTA,Aqua,2015,Black
1550,48000,MITSUBISHI,Minica,2000,White
43905,85000,FORD,Mustang,2016,Blue
5488,109798,TOYOTA,Camry,2014,White
1019,25635,HYUNDAI,Elantra,2017,Black
47042,220000,MERCEDES-BENZ,Sprinter 316 CDI,2013,White
23207,71244,TOYOTA,Prius,2013,Grey
17876,65000,TOYOTA,Prius C,2013,Red
12544,120521,HONDA,FIT,2011,Black
314,382746,LEXUS,RX 450,2010,Silver
11604,0,CHEVROLET,Volt,2012,Silver
53154,99000,HYUNDAI,Santa FE,2016,Silver
17719,81125,HYUNDAI,Grandeur,2015,Silver
14426,72999,HYUNDAI,H1,2009,Black
6586,19968,TOYOTA,CHR,2019,White
20542,43071,HYUNDAI,Sonata,2015,White
49000,28800,BMW,420,2015,Black
18660,9470,CHEVROLET,Cruze PREMIER,2016,Silver
9408,0,MERCEDES-BENZ,S 430,2000,Silver
21953,90000,TOYOTA,Prius,2012,White
14113,0,TOYOTA,Prius,2006,Silver
862,130478,TOYOTA,Camry,2014,White
392,1600,MERCEDES-BENZ,E 300,2017,Black
3,20600,MERCEDES-BENZ,C 220,1998,Black
25716,220000,NISSAN,Navara,2007,Silver
17092,41088,KIA,Optima,2015,Black
18817,35058,TOYOTA,Camry,2018,White
28288,36261,HONDA,FIT,2014,Black
10036,230000,MERCEDES-BENZ,E 36 AMG,2001,Black
53314,64000,BMW,535,2014,Grey
94,284251,HYUNDAI,Elantra,2017,Grey
24458,83000,MINI,Countryman,2011,Green
5018,22000,NISSAN,X-Terra,2002,Black
28225,117000,MITSUBISHI,Outlander xl,2015,Blue
14269,76000,HONDA,"FIT ""S""- PAKETI.",2014,Black
25716,125000,VOLKSWAGEN,CC,2012,Black
16308,357246,LEXUS,GX 470,2010,Grey
27858,273371,HYUNDAI,Santa FE,2013,Silver
22357,176379,CHEVROLET,Orlando,2012,Grey
1882,236936,TOYOTA,Camry,2011,Blue
20385,91174,TOYOTA,RAV 4,2015,Silver
4704,250130,BMW,528,1998,Blue
40,120000,HONDA,FIT,2003,Beige
862,263190,LEXUS,GX 470,2008,White
12231,160000,FORD,Transit Connect,2011,Grey
1803,245486,TOYOTA,Prius,2013,Blue
4391,0,TOYOTA,Avalon,2015,White
8781,230000,MERCEDES-BENZ,E 220,1998,Silver
6586,22000,OPEL,Vectra,1999,Silver
9408,180000,MITSUBISHI,Pajero IO,2003,White
44533,33705,HYUNDAI,Genesis,2016,Grey
16621,130326,FORD,Focus se,2014,Grey
37066,88000,HYUNDAI,Tucson,2016,Silver
24462,66000,TOYOTA,Camry,2014,Black
1333,0,LEXUS,CT 200h,2013,Red
16546,244538,HYUNDAI,Santa FE,2011,Silver
11917,248126,HONDA,Civic,2008,Black
48534,78843,HYUNDAI,Santa FE,2017,Silver
10349,17051,CHEVROLET,Equinox,2019,White
20005,96860,HYUNDAI,Elantra,2012,White
30891,100658,HONDA,Civic,2015,Silver
9722,195000,NISSAN,Serena,2005,Brown
5959,141000,NISSAN,Micra,2000,Black
14740,10000,HYUNDAI,Elantra,2015,Black
2822,111111,OPEL,Vectra,1993,Green
7213,89472,KIA,Sportage,2007,Silver
3607,156518,TOYOTA,Camry,2012,White
3607,156518,TOYOTA,Camry,2012,White
1882,265210,BMW,X5,2010,Black
36219,156151,HYUNDAI,H1,2016,Grey
2195,270000,OPEL,Corsa,1996,Black
10976,325812,FORD,Transit,1998,White
627,147242,NISSAN,Maxima,2011,Blue
188,78373,FORD,Fusion,2017,White
9408,250000,MERCEDES-BENZ,C 180,1999,Blue
9408,180000,MAZDA,MPV,2001,Black
25402,72000,TOYOTA,Camry SE,2011,Silver
11447,87462,LEXUS,IS 250,2014,Black
22266,66000,SSANGYONG,REXTON SUPER,2010,Black
38574,60000,TOYOTA,Camry,2016,White
9252,170000,FORD,Transit,2005,White
18817,130000,MERCEDES-BENZ,C 300,2009,White
50805,22000,MAZDA,Mazda 6,2017,White
26971,0,MERCEDES-BENZ,CLS 55 AMG,2019,Silver
7000,200000,AUDI,A4,2002,Silver
1568,95000,NISSAN,Tiida,2009,Silver
40688,135206,HYUNDAI,H1,2016,White
5739,86382,DAEWOO,Lacetti,2010,Silver
24283,238939,HYUNDAI,Santa FE,2013,Silver
1176,0,HYUNDAI,Sonata,2012,Red
3136,144000,FORD,Fiesta SE,2014,Red
47989,110170,SSANGYONG,REXTON,2016,Black
4704,0,HYUNDAI,Getz,2008,Blue
3293,94602,TOYOTA,Corolla,2016,Black
251,259184,HYUNDAI,Sonata,2012,Silver
16151,144000,TOYOTA,Prius V,2012,White
11604,401021,HYUNDAI,Sonata,2014,Silver
13485,32852,CHEVROLET,Spark,2017,Silver
20266,161952,HYUNDAI,Sonata,2012,Black
15524,26585,CHEVROLET,Cruze LT,2017,Grey
21950,72000,HYUNDAI,H1 GRAND STAREX,2011,White
20385,400000,MERCEDES-BENZ,Vito,2004,Blue
7213,0,BMW,X5,2014,Black
5645,105523,SUBARU,XV,2013,Blue
20385,264000,MERCEDES-BENZ,ML 63 AMG,2006,Black
3763,47736,FORD,Fiesta,2019,Grey
10976,178000,TOYOTA,Prius,2008,Golden
8154,103458,BMW,X5,2012,White
4861,72608,DODGE,Challenger,2015,Grey
392,27038,LEXUS,RX 450,2016,White
16358,167510,JEEP,Compass,2009,Red
17249,37000,CHEVROLET,Cruze,2015,Brown
4000,21211,SUBARU,Forester,2001,White
7840,59000,HONDA,FIT,2012,Black
470,295126,CHEVROLET,Impala,2013,Black
9722,127515,TOYOTA,Camry,2018,Black
3293,71939,LEXUS,RX 350,2015,Black
21639,92000,HYUNDAI,Sonata SPORT,2014,Grey
16308,99000,TOYOTA,Prius,2012,Blue
15718,237003,SSANGYONG,Actyon,2010,Silver
21012,156800,FORD,Fusion,2013,Black
28225,175000,LEXUS,GX 470,2003,Silver
44875,87862,HYUNDAI,Tucson,2018,White
35168,31040,TOYOTA,Aqua,2015,Black
40769,158000,BMW,X6,2009,White
35237,120142,HYUNDAI,Tucson,2016,White
13877,161240,HYUNDAI,Sonata,2010,White
20695,272000,FORD,Transit,2012,White
13482,360000,MERCEDES-BENZ,Sprinter,2000,White
7213,312000,BMW,318,1998,White
31361,70000,TOYOTA,Camry,2016,Black
5645,200000,MERCEDES-BENZ,E 430,1999,Silver
52059,93000,LEXUS,IS 250,2015,Brown
392,179746,HYUNDAI,Tucson,2011,White
49431,63750,HYUNDAI,Sonata,2015,Black
11917,170005,BMW,320,2003,Blue
7213,282000,VOLKSWAGEN,Passat,2003,Black
19444,189000,PORSCHE,Cayenne S,2003,Black
34560,23779,HONDA,FIT,2016,Yellow
470,123862,HYUNDAI,Sonata,2012,White
188,64930,VOLKSWAGEN,Scirocco,2013,Black
43281,59647,SSANGYONG,Actyon,2017,Blue
23129,81344,CHEVROLET,Captiva,2011,White
55932,90612,HYUNDAI,Santa FE,2016,Black
470,115347,LEXUS,CT 200h,2015,Grey
22843,141641,SSANGYONG,Korando,2012,White
14426,500,MERCEDES-BENZ,Sprinter,2001,White
6115,0,OPEL,Zafira,1999,Black
20385,70600,FORD,Fusion,2014,White
26657,32000,CHEVROLET,Cruze,2017,White
8781,64862,MITSUBISHI,Colt,2008,Blue
10000,800000,MERCEDES-BENZ,Sprinter,1998,White
16621,119379,MERCEDES-BENZ,E 350,2011,Silver
17249,112000,FORD,Fusion,2015,White
11133,301707,AUDI,A7,2013,Grey
157,117782,BMW,X5,2015,Black
3450,18438,CHEVROLET,Impala,2019,Silver
14740,93000,CHEVROLET,Cruze,2013,Purple
10349,332243,BMW,X5,2011,Black
33556,110000,MERCEDES-BENZ,E 350,2013,Black
7665,68224,HYUNDAI,Grandeur,2010,Silver
11000,180000,SUZUKI,Grand Vitara,2005,White
4861,260133,SUBARU,Forester,2012,Silver
1882,273651,TOYOTA,Camry,2015,Black
10506,7224,FORD,F150,2019,Black
5802,107800,MERCEDES-BENZ,E 350,2013,Grey
17249,168000,FORD,Transit,2007,Blue
27598,64023,LEXUS,IS 250,2013,White
20385,253206,TOYOTA,Prius,2015,Silver
67483,69997,LEXUS,RX 350,2013,Black
8781,127000,NISSAN,Tiida Latio,2006,Silver
20382,44608,HYUNDAI,Sonata,2016,White
15681,0,SUBARU,Forester,2015,Silver
26343,66000,CHEVROLET,Volt,2014,Silver
16308,149000,FORD,Escape,2008,White
549,236539,TOYOTA,Prius,2010,White
7213,86541,MERCEDES-BENZ,GL 350,2014,Blue
627,239395,FORD,Escape,2012,White
11917,231000,FORD,Transit,2005,White
12544,0,TOYOTA,Camry,2007,Grey
3450,50930,MERCEDES-BENZ,E 300,2017,Black
3920,157584,AUDI,A4,2013,Black
6586,5219,TOYOTA,CHR,2019,White
8781,207000,BMW,320,2000,Blue
19601,35607,HYUNDAI,Elantra,2015,White
20071,256000,BMW,X5 3.0,2002,Silver
17249,240000,BMW,X5,2004,Black
1490,363059,TOYOTA,Highlander,2012,White
30734,264339,LEXUS,GX 470,2009,Black
4704,0,OPEL,Vectra,1999,Blue
12074,167000,TOYOTA,Prius,2008,Blue
32302,214763,MERCEDES-BENZ,GL 550,2013,Black
38016,116082,HYUNDAI,Tucson,2016,White
18189,117000,FORD,C-MAX,2013,White
15681,258706,HYUNDAI,Sonata,2016,Silver
14113,1000,HONDA,Cr-v LX,2006,Brown
45633,71000,SSANGYONG,Actyon,2017,Blue
11604,156423,FORD,Escape,2008,Black
25264,198916,HYUNDAI,H1,2014,Yellow
43905,70542,JEEP,Wrangler sport,2016,Grey
15681,170000,MERCEDES-BENZ,ML 55 AMG,2001,Black
9095,190000,OPEL,Astra H,2007,Silver
21558,20400,TOYOTA,Aqua,2012,Blue
14426,176213,LEXUS,ES 300,2014,Black
13485,72369,HYUNDAI,Sonata,2015,Silver
15681,70978,HYUNDAI,Elantra,2013,Blue
28589,179067,HYUNDAI,Santa FE,2013,Black
10976,131000,SUBARU,Outback,2007,Blue
16286,39712,HYUNDAI,Accent,2015,Red
5018,129436,CHEVROLET,Spark,2012,Silver
9408,326729,FORD,Transit,1998,Grey
7840,195000,MITSUBISHI,Pajero IO,1999,Silver
20385,120000,HYUNDAI,Veloster,2012,Black
29777,67122,CHEVROLET,Aveo,2017,Black
64290,192000,PORSCHE,Panamera,2010,Black
15367,110000,TOYOTA,Prius,2011,Silver
19757,182000,TOYOTA,Prius,2012,White
5645,0,MERCEDES-BENZ,E 280,1997,Blue
20385,117000,FORD,C-MAX,2012,Black
157,237158,MERCEDES-BENZ,E 350,2013,Black
34,134000,TOYOTA,Sai,2005,White
28225,46000,FIAT,500X Lounge,2015,Silver
19416,141799,HYUNDAI,Elantra,2011,White
72758,27000,TOYOTA,Camry,2018,Brown
25089,150000,BMW,M550,2008,White
15681,61680,KIA,Optima,2015,Blue
282,3237,TOYOTA,CHR,2019,Black
1098,103498,NISSAN,Juke,2015,Black
12231,119000,HONDA,FIT,2011,Silver
5959,0,TOYOTA,Camry,2014,Black
16618,119791,CHEVROLET,Cruze,2013,Black
11604,131000,DODGE,Caliber,2010,White
1646,269162,TOYOTA,Highlander,2008,Silver
220,239342,TOYOTA,Tacoma,2013,Silver
5959,91677,HYUNDAI,Veloster,2016,Red
18519,1000,CHEVROLET,Cruze,2014,Blue
23602,110112,CHEVROLET,Orlando,2016,White
15681,200000,TOYOTA,Camry,2007,Grey
15323,117061,HYUNDAI,Elantra,2012,Grey
13172,96000,FIAT,500,2013,Red
94528,61057,FORD,Explorer,2017,White
52696,68920,HYUNDAI,Sonata,2015,White
10976,83000,CHEVROLET,Cruze,2014,White
10697,165392,CHEVROLET,Cruze,2012,White
22580,77000,NISSAN,Juke,2015,Black
17249,241000,MERCEDES-BENZ,E 350,2006,Black
14069,100403,HYUNDAI,Elantra,2010,White
14113,117000,FORD,Explorer XLT,2006,Grey
314,266061,MERCEDES-BENZ,E 350,2009,Black
5883,117685,DAEWOO,Lacetti,2009,Silver
40045,76398,SSANGYONG,Actyon,2016,White
28852,36400,HYUNDAI,Elantra,2017,Silver
30,0,HONDA,FIT,2003,Silver
4704,45242,HYUNDAI,Elantra,2017,Grey
2430,148640,HONDA,Civic,2014,Blue
706,30555,NISSAN,Altima,2019,Silver
7840,123456,HONDA,FIT,2005,Grey
11917,152000,HYUNDAI,Sonata,2014,Black
1725,180659,MERCEDES-BENZ,ML 350,2012,Black
6429,76113,CHEVROLET,Captiva,2007,Silver
188,96995,TOYOTA,Camry,2016,Black
7683,64554,CHEVROLET,Captiva,2007,Black
627,14186,MAZDA,CX-9,2019,White
1882,265210,BMW,X5,2010,Black
13172,232000,SUBARU,Forester,2010,Silver
18503,120000,VOLKSWAGEN,Jetta,2014,White
43278,160138,LEXUS,GX 460,2011,White
52959,85720,HYUNDAI,H1,2016,Black
3607,64600,CHEVROLET,Malibu,2018,Grey
45,124000,HONDA,FIT,2007,Blue
46518,70000,HYUNDAI,Sonata,2017,Grey
15837,0,FORD,Escape,2016,Black
61816,33934,HYUNDAI,Santa FE,2016,Blue
27425,77836,CHEVROLET,Orlando,2016,Grey
21953,61142,HYUNDAI,H1,2011,Silver
15681,71671,CHEVROLET,Malibu LT,2016,Silver
11917,432000,TOYOTA,Prius,2008,Grey
1490,154115,LEXUS,GX 470,2013,Black
25000,35447,NISSAN,Qashqai Advance CVT,2018,Red
392,110702,FORD,Escape,2017,Black
26030,148800,TOYOTA,Camry,2012,Grey
6269,200000,OPEL,Zafira,2000,Silver
34905,132023,HYUNDAI,H1,2014,Grey
13172,23000,TOYOTA,Prius V,2016,Yellow
10192,52352,HYUNDAI,Accent,2012,Black
7527,150000,MERCEDES-BENZ,C 220,1999,Silver
14426,162424,TOYOTA,Prius,2010,White
941,226094,TOYOTA,Highlander,2008,White
10036,2147483647,SUBARU,Forester,2005,White
48610,93000,TOYOTA,Sienna,2015,Black
23991,40602,HYUNDAI,Tucson,2015,Grey
39201,115000,TOYOTA,RAV 4,2016,Black
9879,38600,HYUNDAI,Sonata,2015,Silver
67113,91813,TOYOTA,4Runner,2017,Black
45473,357000,MERCEDES-BENZ,Sprinter,2008,Black
44790,123206,HYUNDAI,Santa FE,2016,White
28921,135000,JEEP,Compass,2013,White
32302,42367,HYUNDAI,Santa FE,2014,Red
314,274771,MERCEDES-BENZ,E 350,2010,White
862,0,MINI,Cooper S Cabrio,2013,Black
9565,71904,LEXUS,CT 200h,2016,White
89103,63992,FORD,Explorer,2016,White
37611,136469,CHEVROLET,Impala,2016,Silver
6743,57555,HYUNDAI,Sonata,2018,White
18817,35058,TOYOTA,Camry,2018,White
1333,0,LEXUS,CT 200h,2013,Red
10349,571919,HYUNDAI,Sonata,2014,White
61781,98,HYUNDAI,Sonata,2020,White
18503,185641,FORD,Transit T330,2004,White
39201,13000,MITSUBISHI,Outlander,2018,Red
12544,140000,HONDA,FIT,2012,Silver
15681,171200,KIA,Optima,2011,Black
52959,80245,CHEVROLET,Impala,2016,Black
13015,74509,HYUNDAI,Accent SE,2016,Blue
7840,0,GAZ,21,1964,Sky blue
9722,377149,HYUNDAI,Sonata,2015,Orange
30734,200179,MERCEDES-BENZ,E 350,2014,Black
9565,38000,HYUNDAI,Sonata,2015,Orange
16160,68976,HYUNDAI,Elantra,2012,White
28225,213000,BMW,535 i xDrive,2011,Grey
36899,86227,HYUNDAI,H1,2014,Silver
1646,269162,TOYOTA,Highlander,2008,Silver
39201,23000,MAZDA,Mazda 6,2016,Red
5018,489584,TOYOTA,Prius,2011,Grey
29009,52019,HYUNDAI,Tucson SE,2016,White
157,144123,HYUNDAI,Sonata,2014,Silver
7053,152517,TOYOTA,Aqua,2013,Black
23521,227000,MITSUBISHI,Delica,2007,Grey
156805,65500,BMW,X5 M,2015,Blue
53185,38037,HONDA,Civic,2017,White
7840,554,MERCEDES-BENZ,E 200,1995,Blue
470,373634,TOYOTA,Prius,2012,White
706,189571,HONDA,Insight,2010,Silver
11133,179381,TOYOTA,Camry,2014,Black
282,277614,HYUNDAI,Sonata,2012,White
110,64003,MERCEDES-BENZ,C 300,2015,Silver
3800,1000,VOLKSWAGEN,Golf 3,1995,Silver
20385,141000,MINI,Countryman sport,2011,Red
14834,40973,HYUNDAI,Tucson,2011,White
10976,45595,BMW,325,2000,Black
16935,125000,TOYOTA,Camry,2009,Golden
11604,300000,TOYOTA,Prius,2007,Silver
10976,571321,HYUNDAI,Sonata,2015,White
13485,72369,HYUNDAI,Sonata,2015,Silver
18503,76053,NISSAN,Juke,2012,Silver
1803,55040,CHEVROLET,1500,2015,Silver
17249,0,LEXUS,RX 350,2012,Black
65,130000,MITSUBISHI,Pajero IO,2000,Silver
20385,82000,HYUNDAI,Sonata,2012,Silver
20237,130001,HYUNDAI,Tucson,2010,Grey
13495,91678,HYUNDAI,Sonata,2011,Grey
18817,35058,TOYOTA,Camry,2018,White
21500,146000,TOYOTA,4Runner,2003,Black
706,189571,HONDA,Insight,2010,Silver
26971,140013,HYUNDAI,Genesis,2010,Red
6586,250000,MERCEDES-BENZ,C 180,1998,White
7527,255000,NISSAN,X-Trail,2002,Black
1411,193504,SUZUKI,SX4,2013,Red
12544,334414,TOYOTA,Highlander,2008,White
15681,73688,HYUNDAI,Elantra,2014,Silver
56450,176400,TOYOTA,Land Cruiser,2008,Grey
12544,87685,CHEVROLET,Cruze,2014,Blue
314,149486,MERCEDES-BENZ,E 350,2014,Silver
9408,294000,MERCEDES-BENZ,CLK 270,2002,Blue
19657,188000,HYUNDAI,Santa FE,2010,Grey
13172,147200,HYUNDAI,Elantra,2015,White
282,176973,BMW,X5,2013,Black
16151,227033,HYUNDAI,Sonata,2016,White
9408,207606,HYUNDAI,Elantra,2013,Grey
13172,179375,MERCEDES-BENZ,Vito,2004,Blue
18503,57500,FIAT,500L,2014,Red
188,108826,HYUNDAI,Sonata,2011,Black
5018,111111,TOYOTA,Vitz,2000,Pink
30251,123097,CHEVROLET,Captiva,2015,Grey
16621,109000,HYUNDAI,Elantra,2012,Silver
30,198000,TOYOTA,Prius,2007,White
2500,150000,OPEL,Astra,1996,Red
27582,300000,MERCEDES-BENZ,Sprinter 313,2008,White
23239,101708,SSANGYONG,REXTON,2011,White
18029,195953,HYUNDAI,Tucson,2010,White
13172,115078,HYUNDAI,H1,2010,Silver
29254,76000,JEEP,Compass,2013,Black
11099,111849,HYUNDAI,Genesis,2010,White
470,35874,MERCEDES-BENZ,E 300,2017,Black
1333,204934,DODGE,Avenger,2013,Grey
9408,63648,CHEVROLET,Captiva,2009,Black
80,208000,HYUNDAI,Elantra,2013,Golden
5488,1000,BMW,320,1994,Blue
17249,233000,JEEP,Grand Cherokee,2004,Grey
12544,123000,HONDA,FIT,2011,Blue
3607,70000,OPEL,Vectra,1997,Blue
6968,200000,BMW,323,2003,Blue
24000,1544,HONDA,Fred,2019,Red
1254,74499,DODGE,Journey,2017,Black
24148,154000,TOYOTA,Camry,2012,Silver
38251,97000,SSANGYONG,REXTON,2013,Silver
16148,163372,SSANGYONG,Actyon,2010,White
7213,145000,NISSAN,Note,2006,Green
44228,99971,FORD,Mustang,2011,Red
25274,88836,TOYOTA,Aqua,2012,White
26657,128487,TOYOTA,Highlander,2008,Black
18189,140000,OPEL,Astra,2008,Red
17249,165000,FORD,Transit,2007,Blue
7840,209000,HONDA,FIT,2003,White
14583,265558,TOYOTA,Tacoma,2013,White
16308,88447,TOYOTA,Prius,2014,Silver
7000,36000,NISSAN,Note,2013,Black
13350,15000,TOYOTA,Prius,2009,Golden
21953,93000,FORD,Escape,2008,Silver
19757,92000,VOLKSWAGEN,Passat,2013,White
4547,162190,CHEVROLET,Volt,2012,Blue
282,174619,FORD,Fusion,2013,Grey
10036,180000,TOYOTA,Prius,2008,Black
12231,9000,CHEVROLET,Cruze RS,2016,Carnelian red
27689,140555,JEEP,Compass,2014,Grey
46728,133000,LEXUS,ES 300 hybrid,2014,Black
15681,267311,HYUNDAI,Sonata,2016,Silver
627,24805,JEEP,Cherokee,2019,Silver
45210,74592,LEXUS,RX 350,2010,Black
16621,180000,FORD,Transit,2004,White
627,172502,HYUNDAI,Elantra,2011,Black
30734,264339,LEXUS,GX 470,2009,Black
